id	preprotext	irony
00b72ddf1bc2407aca2d894fcc15858b	Indigna la postura de una mujer mexicana , vender se por 6 años a ser esposa de telenovela llamada esposa de un preside a cambio de ser cómplice de corrupción y casas blancas . . todo por dinero . . será acaso prostitución ? ?	1
0191f2511079cc0fdc3c9303dbdb9194	Sip te traje un llavero ! Jajajaja	1
01f162d9a7cc37f3954dca0b73199974	Sii . Rusia , Cuba y China no quieren el petróleo . Ellos quieren las manzanas y los mangos seguramente . Qué atrevida es la ignorancia . .	1
022a4dc5768a616861746743e36881e5	ADORO LOS FINALES FELICES !	1
029041e492841a402d68988d4e07fd97	RT AUTHOR_TOKEN : Los astrónomos sentirán lo mismo por los de la tierra plana que nosotros por los que creen en la homeopatía ?	1
03fba5e785fe8997187f9c5e82c61cfb	Si estos pendejos venezolanos como AUTHOR_TOKEN no han podido tirar a TOPIC_Maduro ha sido por pendejos ! , hay que ser perseverante y capaz para ver caer a el AUTHOR_TOKEN y a el TOPIC_PAN sin pedir le ayuda TOPIC_EEUU . CORRUPTOS y TRAIDORES . Estoy seguro que les va a salir el tiro por la culata !	1
040390366466159a7b60734e870f9446	Te digo : estábamos mejor cuando estábamos peor ! ! !	1
04ad050f9542032440347420c748dfff	Lo de el Infonavit es una restructuración de créditos siempre se a manejado . Muchos expresidentes ya habían renunciado a la pensión . Solo quedaba la pensión de Sasha y de Chente por eso pataleba . Pero ya no se preocupa el Pg le dió la concecion de el cannabis	1
04d13a0826d0a052d3ecf47a39b9bdac	Descubrí en Netflix un documental acerca de que la tierra es plana , eso es todo .	1
056ee68e69221aa259a549a445708876	seguramente andabas ahi wooww AUTHOR_TOKEN	1
05c5722f4820333e4020ed11c6dd001f	La tierra es plana . Todos los que mandan en el mundo , realmente son lagartos . Y la cerveza sin alcohol NO sabe culera !	1
05d44c334b532ecbecd2442dd6a749b3	Será opcional ? osea los abuelos pueden decidir no ? de cualquier forma ya hay muchos , muchísimos que lo hacen mientras los papás o alguno de los 2 trabaja . . y gratis .	1
06d3023fc19236c343c0bb451a4db147	Jajajaja ay no bueno que le falta que un pajarito le hable no es posible	1
06db9ae082c91c4580433f1b96eecc7e	Mejor que con Peña y su compadre huachocolero igual que su jefe de guarros que era el de seguridad de Pemex EMOJI_769 EMOJI_769 EMOJI_769	1
06ef029a1d5a0e1640c38ec0edfaa115	Sin intervención militar no van a ganar nada ! Maduro debe ser sacado por la fuerza de otra manera no se va a poder quitar a ese maldito dictador	1
07060a42b551db44f46e25f284f53332	Respetable su tendencia y pasion , pero que no vengan a enturbiar el proceso de recuperacion de el pais . .	1
07954493c7d1b6c06cdb2715c6eb9a46	"Deberías dejar de leer o repetir lo que supuestamente los medios dicen y escuchar detenidamente lo que realmente dijo . Te invito a veas y escuches el video . Lo que dijo fue : "" Seguramente es parte de algunos adversarios que no les gusta que la ciudadanía nos esté apoyando "" ."	1
07aca1b63cc06b97d0f8a9b9dbfa82a9	No es lider venezolano , es terrorista , esas son las palabras verdaderas . que pena dan Pan , pero es bueno saber por que no debemos votar por el Pan .	1
07d3fffa6f81236d1b1e838deb22bf8e	En serio AUTHOR_TOKEN ? ? ! ! Esto es noticia ? No pasó nada mas importante que reportar y compartir en redes ? ? EMOJI_3	1
0872f044faf3f1f0747ed0cd5ddff904	Yo opino que ya dejes el celular !	1
088e08c08f18beba3bdd6a29209a9719	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN De seguro crees que la tierra es plana también	1
0892f553f76ebdec2d6a7101946be850	Ocurrencias de gente que no conoce el problema de fondo generado por los corruptos mexicanos que laboran en PEMEX	1
0916b5e1d4d6a7ae74787d489966e9fb	eso que tiene que ver . . si tu tu tu tu a ti pinche chairo menso	1
09444a77a727f18da946f54b9a127687	Es final de temporada o ya se acabo la novela ? EMOJI_51	1
09faa9741e5dbb9deeb0532d089c8ed5	Asi y amlo le abrio el palacio nacional a un narcotirano como maduro . Con que clase moral segun lopitos hablas	1
0afd6e9a853712f41c3853528fc6ac3b	AUTHOR_TOKEN que se vayan a legislar a Venezuela , le harían muy bien a el país jaja	1
0b668c1693c019288183e21f30f37abe	Vamos de mal en peor , no es posible que un Secretario de Estado de ese tipo de respuestas .	1
0b6ba19dca758f5cff9aad81b9ef1b2c	Carlos Mackinley y Paola Félix se reúnen con los empresarios interesados y están a la espera de alguna respuesta por parte de el sector privado	1
0b88e656eefeb68951980132a46ba31d	AUTHOR_TOKEN como todo mundo sabe , en la AUTHOR_TOKEN y los sindicatos de maestros hay mucha corrupción , ¿ contemplan también recortar les recursos y dar los directamente a los padres para que nos encarguemos de su educación ?	1
0bccbe362e0b88cf927545459668aada	Y eso es noticia porque . . ? 🤨 Gracias por twittearlo no iba a poder dormir sin saber esto .	1
0be9aad5866afb814e4b56ee5e6fd97b	A mi si me cuido muchísimo mi abuela magdalena .	1
0beab169665c3870f481e62eff4a2a53	Otro que se prostituye por $ $ $ a el igual que su familia de mierda	1
0bf2024d0cffaaa8eafe6457ce6a22e1	Me río de su intelectualidad y su contrapeso . jajajaja . Pero están en su derecho .	1
0c40155265ee8e580b67814d540b066c	Por insólito que parezca , los “ terraplanistas ” continúan existiendo , a pesar de toda la evidencia científica sobre el hecho de que la tierra es redonda . YouTube alimenta la teoría de conspiración : “ la Tierra es plana ”	0
0ca924136c4932ff2616624197cba754	Es neta tu nota AUTHOR_TOKEN ? Chayotera de cuarta , vendida , agachada . .	0
0d564896e27054867ccfef2cba3106d2	De los creadores de la teoría de la Tierra Plana , llega . .	0
0e9e2648ade99b899f858f4faa8c85a7	Serio ? ? ? Serio ? ? ? Quieren detener aspiraciones y se queden de mediocres , ( como muchos forman su gabinete , diputados y senadores ) los qpueden y tienen conocimientos para ser más , no puede ser . . d q se trata , quieren puro cabron puedan manipular y controlar . Q pena de GOBIERNO	0
0f3bccf90465d7f7dd30107177da41f7	Eso , jamás , violenta y contraviene lo que mandata nuestra Construcción política , de los estados unidos mexicanos , respecto a la soberanía nacional . Es inadmisible e inaceptable , que un venezolano , tome la tribuna mexicana para opinar sobre política .	0
0fa92e857c17b10b7005a04c5376599b	👏 🏼 👏 🏼 👏 🏼 👏 🏼 de acuerdo ahora nos dirán envidiosos o amargados ! ! EMOJI_788	0
10186b99668c78c20f176e620dbeb06b	Jajajajaja que deje de mamar con su sabotaje , se llama incompetencia ! !	0
1069d60cd6a93b63592590a5146ea466	Gente más importante que tu y que esos críticos , nomimaron y premiaron la película , deja de tirar mierda intento de mexicano , si no te gusto la peli pues no te gusto y ya , fin . No te rompas tus medias por ello , se feliz .	0
1075e61d6c70c508d3e15409246f7cd3	Pobres chilangos . . Pero ustedes votaron por ellos . . Aguantensen	0
117e2564e8f70610a92cbcf5d667c587	Totalmente de acuerdo . A el extranjero solo tienen que ir funcionarios a compras sin licitación y fuera de NOM . Y también Noroñas a Nueva York y a Caracas , que es casi lo mismo	0
11ba3657921d8a755be01bcaf931e072	Exacto AUTHOR_TOKEN . . el día de el famoso “ Haiga sido , como Haiga sido . . ”	0
123b400e6d11c2b3d37d4431a34de419	AUTHOR_TOKEN también hablen de que habemos varios centros públicos CONACYT Con trabajadores que no han recibido su pago en 3 quincenas . . lo que va de el 2019 ! ! 🚨 🚨 🚨	0
12fdf50d7900da0a1ee219d5d6ae3949	TIERRA NO ES PLANA Y 5 EXPERIMENTOS LO COMPRUEBAN vía AUTHOR_TOKEN	0
137f1af4bf52fd116f7b2a3ad20e82af	"Entonces si uso el HT TOPIC_MeEstanLlevando Formo parte de un "" compló "" ? Es así AUTHOR_TOKEN ?"	0
13a25f06bcbd706315d12e75f085ad58	Ja ja ja ! Cuál es el móvil de este delito ? EMOJI_51 📱	0
13f9cba33f9317ce152ca87263b285f6	Disculpa , sabes si para trabajar en el AUTHOR_TOKEN ¿ Debo llevar mi curriculum impreso o depilado ? EMOJI_51	0
142f38897a7b4c0951ea76b6ea5dd8c0	EL TRABAJA DESDE MUY TEMPRANO . USTEDES TAMBIÉN TRABAJAN REDORMA , SÓLO QUE NO PAGAN SUS DEUDAS , LOS MEXICANOS PAGAN LAS DEUDAS QUE USTEDES ADQUIRIERON . FOBAPROA .	0
1496f06f60ba98e096ac35e85a0bc492	Claro , como tú comprenderás .	0
14cb43881da49ae71739335a96ea0e27	"Sí pero lo que no dices es que el "" pendejon "" la cambió por otra cómo 10 veces más bonita"	0
1549f8223e5638ea6b9cc1c6e8b9311b	Los que ayer gritaron por los aspirantes a comisionados , hoy están desaparecidos por ésta denuncia de conflicto de interés , no de comisionados , sino de el titular de la CRE . Deberían pedir disculpas como dice AMLO , los que ahora cuestionan y cuestionan .	0
15edeed2f0b0e8acbff7e644a9609a51	Alguien tenía que decir lo y se dijo	0
172a3d0ccfe935c0f1b4452e96b69132	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN Por la misma razón por la que la mayoría hace 500 años creía que la tierra era plana ; por ignorancia y porque abundan los pendejos .	0
188725a8a484e4eb72a3599a39af419d	Sin comentarios las acciones que quieren implementar para tapar su mala estrategia de combate a el robo de gasolina .	0
1922ad5dbe1b8d8731ddb4945aefcde8	Ahora sí ya salen estos comentarios , no necesitas ser un crítico para dar te cuenta de ello .	0
195fb20d3612fc673769390f6f097d85	Este debe ser uno de los hashtags más estúpidos que he visto en toda mi vida . . ¿ Que sigue ? , ¿ Pedir que declaren que la tierra es plana ? EMOJI_784 TOPIC_QuitaElHorarioDeVeranoAMLO	0
19ce335e7a405041f9e1355471577392	Terrible manifestación de ineptitud e ignorancia ; trivializar su omisión inexcusable ante uno de los logros más trascendentes en la historia de el arte mexicano lo “ pintan de cuerpo entero ”	0
1a01c9ccc070061b642bb7fb0061a414	Nunca veré así a Yury ni a Laura Zapata ni a sergio gori ni a las que protestaron las prostis de televiza jajajaja , arriba yalitza 🤗 EMOJI_779 EMOJI_779	0
1a15ea148f95de8db8bf19c8c4be6410	"Exacto , "" Los conceptos de Andrés "" parece título para un libro . ."	0
1a28528fb5ec3f44c83aed9e6c12990f	A ver , de qué le sirve a mexico mandar a miles de estudiantes a el extranjero si se quedan allá y si regresan mucha banda no tiene dónde trabaja . Se tiene que reestructurar todo el tema .	0
1ae666b3ac3e220c3add2348e165c214	No la he podido ver pero ahora pues una película tan importante , premiada , de mexicanos que me siento orgulloso , tan luego tenga tiempo la veo , estoy en deuda , pero ya me voy a poner a el corriente , afirmó AUTHOR_TOKEN	0
1ae83a31cdef733d2fba598d36d0956e	AUTHOR_TOKEN Hay gente que opina ( y dice que tiene pruebas ) , que la Tierra es plana y que el sol gira alrededor de ella . EMOJI_51	0
1b215572556895d7b5ba88cf0c700616	Cree que la Política es como la Física y en teorías y experimentos se la vive todos los días .	0
1b5bfd46a4dc756fbeb330867c37835a	No señora , está AUTHOR_TOKEN equivocada , ustedes están haciendo pedazos las leyes e instituciones , y claro está para imponer su ley y sus instituciones así como personas que les deban el favor y sean incondicionales sinver a quien y como .	0
1b6c7aefe743bab55862236b34450465	Sí no se ha dignado ver a el país ‼ ️ Que se esperan de Roma ❓	0
1b8f626c25fc9245e339b3d6dfaec239	AUTHOR_TOKEN Hay vídeos de AUTHOR_TOKEN explicando con hechos la teoría de la tierra plana , son buenos la verdad	0
1bc59fe124a0909145a6bfd62de7b75b	Así o más de 4a la transformación ? ?	0
1c007d4db762abe7c3b694c059a8d49d	Puro comentario estúpido de gente estúpida ! Claro pudiera haber alguna excepción ! !	0
1d64539644ce4d94574e4dc50042ef18	Elena es anti transgenicos y la otra señora Álvarez Buylla la corrió de el Conacyt EMOJI_826 TOPIC_Ciencia	0
1dd356b35aa1758c9a36386fba060412	Todo es mafia y todos estan su contra . . con discursos así , ¡ pues como no jajajajaja !	0
1e17b88d86f283da5fe71206b91c446d	Eso a ayudado a bajar el precio de la gasolina ? Creo que ha subido en los ultimos 15 dias , entonces no se refleja que haya tenido resultados	0
1f76c70fe6c7f2e342839a26bcd81c44	Así como vamos se premia a los amigos cercanos y a los verdaderos científicos o niños talento se le quitan recursos o se les despiden vamos a la mediocridad	0
1f95434e50e24a9a238990b708382adf	Y estabamos preocupados o cómo ? ?	0
1fee8f7282bd7985881db19f5e1428ea	Putos panistas vendidos ! Los venezolanos a su país de mierda !	0
206c096fbf6d49e2e26fb7dde28bbe39	EMOJI_769 se emputan por falta de gasolina , eso no es nada . Espera ya que no haya alimentos . Ahí si chilla . EMOJI_815	0
20f8a3fd03b3c83ad004b1b5ebcb03eb	Puras mmd de este señor . Si alborotaste avispero ps termina . Cerrar los ductos no es la respuesta . Queremos nombres de los involucrados	0
2111c7bfa086f789e7c0ef660e1c1769	Que no mame la inepta AUTHOR_TOKEN , solo falta que diga que te toca cargar el dia que no circulas para disminuir las filas jajjajajja .	0
21d39bcaec777a98bc78de7863b7da3e	Sugiero que cada vez que en las mañaneras “ denuncie ” AMLO a personas , instituciones o empresas , invariablemente dé a conocer a la ciudadanía los datos de las carpetas de investigación iniciadas por la FGR o bien , de el proceso judicial iniciado ; lo demás , son chismes .	0
220a4be7cc51d12fa3642c8de6470d5b	Y si obligan a los abuelitos , mejor . A ver si se les quita lo ociosos . ¡ Viva la 4T !	0
2337f9d0af782b94bd7900f64cc3926e	Otra joya de 4 ° , perdón de la 4 ° Transformación . AUTHOR_TOKEN	0
23629439f0662f5da56d60bd7620cb59	¿ Eso significa que el desabasto será como el no circula permanente ?	1
23aec2cf98a6a5fc637757fe49e89f48	No te hagas la chistosa , que ya caes mal la verdad , tanto es tu odio , hacia alguien que regresa a ver a el pobre , no inventes ya estás de edad , como para que actúes como niña berrinchuda , existe un Dios y tú verás si sigues actuando con doble moral , la verdad no te sigo , me vomito	1
23e22675f1ac4a9d0c0b39fd48e0e4aa	"Qué bárbaros estos de la "" 4ta trastornación "" , de verdad ¡ Qué incapacidad ! , tristeza y vergüenza les debería de dar ."	1
242e3fcb59442c4e9338de8bd57dc9d4	Por qué no se hace el mismo ruido mediático a Mariana de Tavira ? Digo ambas en su categoría fueron nominadas , y solo se lleno de información sobre Yalitza y Cuarón , que ella no merecí la misma atención ?	1
2434b3d1d240328fe5b9f01e51d49456	Que pongan a Romero Dechamps el si tiene muchas ideas	1
2535e101c910f7da5ad71db7e3758ce0	AMLO cee en que todos los porros son preparados , aunque para lograr una título universitario les lleve 12 o 14 años , qie eso es parte de la ciencia , jajaj que paso conacyt , donde estan tus científicos	1
2706c1bda8f66136b97f1eb41c81eb39	Con todo respeto señor presidente , le solicito atentamente que haga una auditoría a el AUTHOR_TOKEN cuyos miembros se rayan y donde la mafia de Octavio Paz se ha instalado .	1
271fae76eef136ad339fa5b4b43a1300	Habló el capo de La Mafia de el Populismo .	1
272dd58df4ca399ddabd6622dbc4b79c	"Me parece una ridiculez que recaiga en "" el pueblo bueno y sabio "" la decisión de proyectos que requieren un alcance grande de conocimientos técnicos , económicos y ambientales . Esas "" consultas "" remarcan la división que existe en la comunidad y exponen la seguridad de los ciudadanos"	1
27702be67332a3e2be089d697efb1a79	RT AUTHOR_TOKEN : Apuesto a que Mauricio Clark cree que la tierra es plana .	1
27ab9db46cb1ce4f4f8f652bd296d41a	La tierra es plana amigos , es la realidad de las cosas .	1
2876a3764b85530fe73bd83e8c4ce649	Si caray que triste que ahora este ocurriendo lo que antes no ocurría , nos equivocamos . .	1
290853214bcd8bfc1e1d42ce91d85781	Ahora resulta que ya hay mafia para todo segun un huevon marrullero y mentiroso , y sus mafias de amiguismo , su mafia de impreparados , su mafia de lame huevos , su mafia de jrs huevones zanganos	1
29155e5eb41fa0955ffb1b3bf78fba60	No lo vaya a decir un mexicano que lo tachan de traicionero , envidioso y racista	1
2996243763a3cfcb5fde683bd999aeb5	Deberían de quitar les el puesto por Castrosos	1
29a72a4c42e8cacf9ca225f4834d3da1	¿ A el diablo las instituciones pero su elegida fue premio nacional de ciencias ? ¿ Sabrá el farsante que ese premio lo da una institución ?	1
2a301396b38431ea36241a80f1426764	Esa pobre política a hechura de su amo , todo es complot para ellos .	1
2ab4bc3966825bca3fc7961c8dbb1e9c	. . Y LOS . . QUE . . NO TENGAN . . ABUELA ? ? ? ESTIMADO SR URZUA . . YA VAYA REGISTRANDO LA PATENTE PORQUE ES UNA SUPER . . . . IIDEEOOTAA . .	1
2ae05109f33a09a8ed06f75251ba59a2	Primero quita te el sombrero por educación , segundo se te olvidó decir que la tierra es plana AUTHOR_TOKEN	1
2b6ea05badd3532e0081def107def1ca	Acabo de ver la película de la gente que cree que la tierra es plana . Fascinante !	1
2bb81f489d83fdc5a826c5760d366c50	Excelente estrategia , ahora vamos a normalizar el desabasto , hoy es un día a la semana la gasolina , mañana será Lunes de gasolina , Martes de electricidad , miércoles de comida . . Bienvenido el socialismo de los gobernantes de cuarta	1
2c1878e7a3c3da144d710fb6fc616992	Y quién proponía la autosuficiencia alimentaria ? Cómo se conseguirá , rezando le a la Madre Tierra ?	1
2c1fa7e38106cc75b50fa8fd5143a574	Ese pedo no nos corresponde solo nos va a buscar problemas	1
2c6282aae96a3f62a344a649c6dca966	Nos vamos a quedar sin programas . Porque es mentira que se elimine la corrupción .	1
2c9be977108e9a937802e78f817bedc5	Leo los comentarios y se le van con todo , no la defiendo pero acaso ¿ No es muy su vida y sus nal . gas ? Ella disfrutará su vida llena de lujos y ustedes seguirán frustrados y resentidos , qué triste su realidad .	1
2cb7559a2528040f9be28f8262bf95f9	"Lo bueno es que decían que no podíamos estar peor "" que con el PRIAN "" . . EMOJI_787"	1
2d1ee28467d6c9d94ab7c5092bf374c8	Tal vez en amnolandia ! EMOJI_774 EMOJI_769	1
2d72cbd89583b21810d87ff181f08466	AUTHOR_TOKEN El problema con la física es que si le agregas la palabra “ cuántica ” podrías considerar aceptable que la tierra es “ plana-esférica ” y todos contentos . EMOJI_56	1
2d7ac6b8a372bb34e599dfb257023120	Y la mafia de Morena , cuándo la vas a señalar	1
